rowID,hpwren_timestamp,air_pressure,air_temp,avg_wind_direction,avg_wind_speed,max_wind_direction,max_wind_speed,min_wind_direction,min_wind_speed,rain_accumulation,rain_duration,relative_humidity,time
88,2024-01-01 01:27:00,1014.02,5.53,154,1.81,114,1.87,74,1.77,0.0,0.0,47.15,2024-01-01 01:27:00
89,2024-01-01 01:28:00,1013.01,5.11,12,2.27,7,2.43,214,1.77,0.0,0.0,40.9,2024-01-01 01:28:00
90,2024-01-01 01:29:00,1012.69,5.64,296,2.44,274,3.34,50,1.86,0.0,0.0,51.35,2024-01-01 01:29:00
91,2024-01-01 01:30:00,1013.32,5.43,321,1.67,314,2.36,142,0.75,0.0,0.0,40.44,2024-01-01 01:30:00
92,2024-01-01 01:31:00,1012.37,5.87,84,1.97,334,2.22,35,1.92,0.0,0.0,49.66,2024-01-01 01:31:00
93,2024-01-01 01:32:00,1013.41,5.04,279,1.47,35,1.54,166,0.9,0.0,0.0,43.16,2024-01-01 01:32:00
94,2024-01-01 01:33:00,1013.18,5.23,244,0.75,310,1.44,235,-0.1,0.0,0.0,59.94,2024-01-01 01:33:00
95,2024-01-01 01:34:00,1013.02,5.2,299,2.1,43,2.67,259,1.86,0.0,0.0,54.56,2024-01-01 01:34:00
96,2024-01-01 01:35:00,1012.45,4.67,353,2.3,154,2.7,191,1.42,0.0,0.0,50.53,2024-01-01 01:35:00
97,2024-01-01 01:36:00,1013.51,5.55,315,2.13,76,2.49,201,2.11,0.0,0.0,56.32,2024-01-01 01:36:00
98,2024-01-01 01:37:00,1012.98,5.54,8,1.03,77,1.25,261,0.3,0.0,0.0,45.77,2024-01-01 01:37:00
99,2024-01-01 01:38:00,1012.67,5.42,246,1.82,100,2.49,184,0.89,0.0,0.0,52.72,2024-01-01 01:38:00
100,2024-01-01 01:39:00,1011.81,5.3,311,0.89,29,1.86,157,0.23,0.0,0.0,51.0,2024-01-01 01:39:00
101,2024-01-01 01:40:00,1013.24,4.71,277,2.68,38,2.86,245,2.24,0.0,0.0,51.32,2024-01-01 01:40:00
102,2024-01-01 01:41:00,1014.14,5.22,237,1.46,238,2.06,109,1.42,0.0,0.0,56.36,2024-01-01 01:41:00
103,2024-01-01 01:42:00,1014.08,5.26,202,2.63,12,3.05,98,1.71,0.0,0.0,53.66,2024-01-01 01:42:00
104,2024-01-01 01:43:00,1013.02,5.03,246,2.47,121,2.92,240,2.0,0.0,0.0,51.44,2024-01-01 01:43:00
105,2024-01-01 01:44:00,1012.95,5.36,234,1.55,143,1.8,201,1.52,0.0,0.0,41.73,2024-01-01 01:44:00
106,2024-01-01 01:45:00,1013.48,5.64,80,1.43,171,2.26,121,0.74,0.0,0.0,45.2,2024-01-01 01:45:00
107,2024-01-01 01:46:00,1012.75,6.39,355,2.18,246,2.67,116,1.7,0.0,0.0,49.39,2024-01-01 01:46:00
108,2024-01-01 01:47:00,1013.4,5.54,12,1.58,246,2.12,95,1.46,0.0,0.0,50.47,2024-01-01 01:47:00
109,2024-01-01 01:48:00,1013.63,5.58,326,2.05,44,2.35,233,1.84,0.0,0.0,44.35,2024-01-01 01:48:00
110,2024-01-01 01:49:00,1013.86,5.42,15,1.76,252,1.94,66,1.7,0.0,0.0,62.06,2024-01-01 01:49:00
111,2024-01-01 01:50:00,1013.2,4.5,44,1.11,290,1.2,217,0.54,0.0,0.0,57.58,2024-01-01 01:50:00
112,2024-01-01 01:51:00,1013.15,5.45,320,0.88,206,1.59,14,0.26,0.0,0.0,53.01,2024-01-01 01:51:00
113,2024-01-01 01:52:00,1012.81,5.5,138,2.11,6,2.31,272,1.6,0.0,0.0,50.36,2024-01-01 01:52:00
114,2024-01-01 01:53:00,1012.84,6.7,325,1.72,241,2.41,218,0.9,0.0,0.0,48.94,2024-01-01 01:53:00
115,2024-01-01 01:54:00,1013.14,5.38,147,1.72,109,2.11,273,0.86,0.0,0.0,45.24,2024-01-01 01:54:00
116,2024-01-01 01:55:00,1013.43,5.63,354,2.35,113,2.77,146,1.73,0.0,0.0,50.39,2024-01-01 01:55:00
117,2024-01-01 01:56:00,1013.71,5.47,235,2.59,306,3.06,331,2.58,0.0,0.0,51.29,2024-01-01 01:56:00
118,2024-01-01 01:57:00,1012.85,4.9,190,1.86,301,2.23,343,1.16,0.0,0.0,43.79,2024-01-01 01:57:00
119,2024-01-01 01:58:00,1014.0,6.06,100,1.83,275,1.93,151,1.41,0.0,0.0,51.67,2024-01-01 01:58:00
120,2024-01-01 01:59:00,1013.11,5.87,104,2.25,95,2.56,346,1.68,0.0,0.0,49.22,2024-01-01 01:59:00
121,2024-01-01 02:00:00,1013.24,5.9,249,1.32,293,1.98,303,0.67,0.0,0.0,40.46,2024-01-01 02:00:00
122,2024-01-01 02:01:00,1012.88,5.05,93,2.11,188,2.78,14,1.76,0.0,0.0,45.7,2024-01-01 02:01:00
123,2024-01-01 02:02:00,1012.04,6.21,219,2.28,359,2.57,353,1.36,0.0,0.0,47.93,2024-01-01 02:02:00
124,2024-01-01 02:03:00,1013.69,4.81,297,2.34,287,2.8,83,2.21,0.0,0.0,59.44,2024-01-01 02:03:00
125,2024-01-01 02:04:00,1013.62,5.81,338,1.03,153,1.22,191,0.36,0.0,0.0,52.78,2024-01-01 02:04:00
126,2024-01-01 02:05:00,1013.11,6.61,132,1.62,57,1.83,40,1.62,0.0,0.0,43.32,2024-01-01 02:05:00
127,2024-01-01 02:06:00,1013.28,5.03,154,1.56,337,1.58,351,0.64,0.0,0.0,52.43,2024-01-01 02:06:00
128,2024-01-01 02:07:00,1013.51,5.24,27,2.05,49,2.95,323,1.94,0.0,0.0,42.26,2024-01-01 02:07:00
129,2024-01-01 02:08:00,1012.47,5.58,281,2.24,206,2.45,260,2.15,0.0,0.0,55.41,2024-01-01 02:08:00
130,2024-01-01 02:09:00,1012.99,5.28,115,2.75,51,2.98,308,2.42,0.0,0.0,47.64,2024-01-01 02:09:00
131,2024-01-01 02:10:00,1013.65,4.76,304,1.75,341,2.03,135,1.38,0.0,0.0,49.53,2024-01-01 02:10:00
132,2024-01-01 02:11:00,1012.62,5.58,233,1.75,149,1.88,277,1.54,0.0,0.0,56.63,2024-01-01 02:11:00
133,2024-01-01 02:12:00,1013.4,5.01,0,2.57,52,3.21,105,1.98,0.0,0.0,43.56,2024-01-01 02:12:00
134,2024-01-01 02:13:00,1012.57,5.79,347,2.15,212,2.23,6,1.71,0.0,0.0,43.01,2024-01-01 02:13:00
135,2024-01-01 02:14:00,1013.48,5.09,239,2.63,65,2.76,301,2.6,0.0,0.0,47.08,2024-01-01 02:14:00
136,2024-01-01 02:15:00,1013.23,6.33,57,2.14,231,2.78,29,1.82,0.0,0.0,55.19,2024-01-01 02:15:00
137,2024-01-01 02:16:00,1012.44,5.17,334,1.42,298,1.76,125,0.61,0.0,0.0,42.4,2024-01-01 02:16:00
138,2024-01-01 02:17:00,1013.83,5.4,182,1.33,337,2.04,356,0.64,0.0,0.0,35.84,2024-01-01 02:17:00
139,2024-01-01 02:18:00,1012.88,5.97,336,1.22,150,1.78,78,0.5,0.0,0.0,47.74,2024-01-01 02:18:00
140,2024-01-01 02:19:00,1012.84,4.95,25,2.33,204,2.59,66,1.63,0.0,0.0,52.76,2024-01-01 02:19:00
141,2024-01-01 02:20:00,1013.35,5.69,76,2.59,319,3.24,22,2.28,0.0,0.0,56.0,2024-01-01 02:20:00
142,2024-01-01 02:21:00,1013.82,6.23,216,2.92,254,3.04,188,2.82,0.0,0.0,47.68,2024-01-01 02:21:00
143,2024-01-01 02:22:00,1012.74,4.78,327,2.42,136,2.96,73,2.15,0.0,0.0,47.94,2024-01-01 02:22:00
144,2024-01-01 02:23:00,1013.28,5.68,324,2.58,134,3.02,4,1.75,0.0,0.0,55.77,2024-01-01 02:23:00
145,2024-01-01 02:24:00,1013.46,5.72,261,1.71,53,1.98,81,0.73,0.0,0.0,40.65,2024-01-01 02:24:00
146,2024-01-01 02:25:00,1013.6,5.98,22,1.42,64,2.02,24,0.93,0.0,0.0,48.06,2024-01-01 02:25:00
147,2024-01-01 02:26:00,1013.34,4.98,243,2.43,1,3.3,263,2.42,0.0,0.0,50.95,2024-01-01 02:26:00
148,2024-01-01 02:27:00,1013.07,4.94,157,2.21,131,3.21,1,2.07,0.0,0.0,52.25,2024-01-01 02:27:00
149,2024-01-01 02:28:00,1012.84,5.86,205,2.05,333,2.66,277,1.73,0.0,0.0,47.45,2024-01-01 02:28:00
150,2024-01-01 02:29:00,1013.29,5.75,309,2.19,31,2.59,327,1.61,0.0,0.0,50.17,2024-01-01 02:29:00
151,2024-01-01 02:30:00,1012.71,5.73,86,2.16,355,2.39,342,2.08,0.0,0.0,37.56,2024-01-01 02:30:00
152,2024-01-01 02:31:00,1011.79,5.79,266,2.64,359,2.9,223,1.7,0.0,0.0,46.71,2024-01-01 02:31:00
153,2024-01-01 02:32:00,1013.47,5.28,133,2.65,242,3.13,71,2.28,0.0,0.0,52.27,2024-01-01 02:32:00
154,2024-01-01 02:33:00,1013.7,5.74,266,2.27,191,2.64,67,1.36,0.0,0.0,45.09,2024-01-01 02:33:00
155,2024-01-01 02:34:00,1012.07,5.77,332,2.42,141,3.33,319,1.64,0.0,0.0,50.29,2024-01-01 02:34:00
156,2024-01-01 02:35:00,1012.75,5.27,267,2.26,147,2.63,93,1.5,0.0,0.0,52.23,2024-01-01 02:35:00
157,2024-01-01 02:36:00,1013.56,6.56,52,1.77,88,2.14,18,1.16,0.0,0.0,48.29,2024-01-01 02:36:00
158,2024-01-01 02:37:00,1014.28,5.87,98,2.38,48,2.76,127,1.75,0.0,0.0,50.85,2024-01-01 02:37:00
159,2024-01-01 02:38:00,1013.26,5.04,246,1.3,135,2.14,342,0.66,0.0,0.0,45.19,2024-01-01 02:38:00
160,2024-01-01 02:39:00,1012.89,5.97,35,2.53,190,3.18,81,1.9,0.0,0.0,48.97,2024-01-01 02:39:00
161,2024-01-01 02:40:00,1013.16,5.16,27,1.4,148,2.01,253,0.85,0.0,0.0,53.05,2024-01-01 02:40:00
162,2024-01-01 02:41:00,1013.94,6.04,219,2.14,86,2.47,220,1.15,0.0,0.0,50.78,2024-01-01 02:41:00
163,2024-01-01 02:42:00,1012.93,6.23,101,1.58,7,2.4,342,0.85,0.0,0.0,47.07,2024-01-01 02:42:00
164,2024-01-01 02:43:00,1012.85,5.24,262,2.28,222,2.32,96,1.5,0.0,0.0,51.12,2024-01-01 02:43:00
165,2024-01-01 02:44:00,1013.01,6.14,270,1.98,356,2.85,51,1.11,0.0,0.0,53.57,2024-01-01 02:44:00
166,2024-01-01 02:45:00,1012.77,5.87,223,1.2,15,1.71,174,0.98,0.0,0.0,39.75,2024-01-01 02:45:00
167,2024-01-01 02:46:00,1013.31,6.07,138,2.21,295,2.61,337,2.13,0.0,0.0,55.8,2024-01-01 02:46:00
168,2024-01-01 02:47:00,1014.06,6.61,279,1.71,105,2.21,181,1.23,0.0,0.0,48.32,2024-01-01 02:47:00
169,2024-01-01 02:48:00,1013.41,5.55,285,2.44,282,3.11,352,1.93,0.0,0.0,52.13,2024-01-01 02:48:00
170,2024-01-01 02:49:00,1013.12,5.3,249,2.0,103,2.01,114,1.17,0.0,0.0,55.99,2024-01-01 02:49:00
171,2024-01-01 02:50:00,1013.1,5.23,321,2.2,145,3.07,347,1.76,0.0,0.0,43.14,2024-01-01 02:50:00
172,2024-01-01 02:51:00,1012.47,5.27,316,1.52,34,1.97,0,0.95,0.0,0.0,46.45,2024-01-01 02:51:00
173,2024-01-01 02:52:00,1013.69,5.64,77,1.71,112,2.05,62,1.18,0.0,0.0,48.56,2024-01-01 02:52:00
174,2024-01-01 02:53:00,1013.21,5.86,296,1.77,307,1.91,247,1.73,0.0,0.0,46.08,2024-01-01 02:53:00
175,2024-01-01 02:54:00,1013.16,5.83,337,2.43,52,2.87,230,1.81,0.0,0.0,58.67,2024-01-01 02:54:00
176,2024-01-01 02:55:00,1014.85,6.11,306,2.84,346,3.34,225,2.01,0.0,0.0,45.72,2024-01-01 02:55:00
177,2024-01-01 02:56:00,1013.4,5.7,350,1.6,80,2.0,18,1.44,0.0,0.0,47.22,2024-01-01 02:56:00
178,2024-01-01 02:57:00,1012.87,6.42,12,2.54,103,3.22,30,1.95,0.0,0.0,51.02,2024-01-01 02:57:00
179,2024-01-01 02:58:00,1013.04,5.57,345,0.92,321,1.34,332,0.33,0.0,0.0,43.99,2024-01-01 02:58:00
180,2024-01-01 02:59:00,1013.82,7.06,81,1.4,241,2.36,120,1.24,0.0,0.0,48.02,2024-01-01 02:59:00
181,2024-01-01 03:00:00,1013.31,6.02,8,1.52,30,2.12,23,1.4,0.0,0.0,51.59,2024-01-01 03:00:00
182,2024-01-01 03:01:00,1012.53,5.28,212,1.32,316,2.13,324,0.34,0.0,0.0,48.34,2024-01-01 03:01:00
183,2024-01-01 03:02:00,1013.71,5.18,47,1.21,191,1.32,210,0.82,0.0,0.0,49.53,2024-01-01 03:02:00
184,2024-01-01 03:03:00,1012.92,5.96,48,2.21,356,2.61,160,1.98,0.0,0.0,47.35,2024-01-01 03:03:00
185,2024-01-01 03:04:00,1014.19,5.61,308,1.89,232,2.23,254,1.72,0.0,0.0,42.43,2024-01-01 03:04:00
186,2024-01-01 03:05:00,1013.79,6.08,39,2.19,97,2.76,58,1.52,0.0,0.0,51.61,2024-01-01 03:05:00
187,2024-01-01 03:06:00,1013.03,5.96,279,2.35,33,3.21,113,1.74,0.0,0.0,58.77,2024-01-01 03:06:00
188,2024-01-01 03:07:00,1013.89,5.69,225,2.13,242,2.21,159,1.49,0.0,0.0,50.09,2024-01-01 03:07:00
189,2024-01-01 03:08:00,1013.28,5.31,107,2.33,58,2.4,219,2.24,0.0,0.0,51.13,2024-01-01 03:08:00
190,2024-01-01 03:09:00,1013.68,4.98,244,1.97,258,2.82,356,1.08,0.0,0.0,53.46,2024-01-01 03:09:00
191,2024-01-01 03:10:00,1013.49,5.51,254,1.41,16,1.62,168,1.02,0.0,0.0,43.65,2024-01-01 03:10:00
192,2024-01-01 03:11:00,1012.83,6.17,32,2.53,77,3.2,11,2.22,0.0,0.0,58.51,2024-01-01 03:11:00
193,2024-01-01 03:12:00,1012.93,5.85,22,1.71,205,2.25,241,1.25,0.0,0.0,51.01,2024-01-01 03:12:00
194,2024-01-01 03:13:00,1013.76,5.12,332,1.53,301,2.36,138,1.14,0.0,0.0,58.16,2024-01-01 03:13:00
195,2024-01-01 03:14:00,1013.08,5.84,53,1.91,165,2.04,96,1.05,0.0,0.0,46.33,2024-01-01 03:14:00
196,2024-01-01 03:15:00,1013.05,5.94,308,1.54,290,1.67,146,0.61,0.0,0.0,59.09,2024-01-01 03:15:00
197,2024-01-01 03:16:00,1012.77,5.31,48,1.79,111,2.35,181,1.49,0.0,0.0,53.88,2024-01-01 03:16:00
198,2024-01-01 03:17:00,1013.46,5.83,77,2.17,316,3.12,56,1.31,0.0,0.0,52.77,2024-01-01 03:17:00
199,2024-01-01 03:18:00,1014.28,5.79,335,2.17,352,2.58,41,1.39,0.0,0.0,51.17,2024-01-01 03:18:00
200,2024-01-01 03:19:00,1012.72,5.19,357,1.55,144,1.88,353,0.62,0.0,0.0,48.76,2024-01-01 03:19:00
201,2024-01-01 03:20:00,1013.26,5.94,121,1.76,155,2.37,198,1.51,0.0,0.0,56.0,2024-01-01 03:20:00
202,2024-01-01 03:21:00,1013.96,6.05,358,2.54,177,3.47,30,1.96,0.0,0.0,50.7,2024-01-01 03:21:00
203,2024-01-01 03:22:00,1013.21,6.31,89,2.25,345,3.09,179,1.98,0.0,0.0,40.16,2024-01-01 03:22:00
204,2024-01-01 03:23:00,1013.48,6.3,345,3.04,135,4.04,1,2.22,0.0,0.0,44.41,2024-01-01 03:23:00
205,2024-01-01 03:24:00,1012.72,5.09,192,2.59,314,2.61,287,2.58,0.0,0.0,49.07,2024-01-01 03:24:00
206,2024-01-01 03:25:00,1013.46,5.31,243,2.57,17,2.68,137,2.01,0.0,0.0,51.55,2024-01-01 03:25:00
